repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.883974358974359,0.7399472280790891,0.7567203575039445,0.7429098528974936,0.8981218877028395,"[0.9129332206255283, 0.7919034090909091, 0.8977176669484362, 0.8452380952380951, 0.9375, 0.8779026217228465, 0.922340425531915, 0.8904761904761904, 0.8700284090909091, 0.8960270498732037, 0.923015873015873, 0.8795180722891566, 0.9127604166666667, 0.9754860524091293, 0.9687235841081995, 0.8307116104868912, 0.9617083946980854, 0.9558052434456928, 0.8579881656804734, 0.9309895833333333, 0.8595744680851063, 0.9074468085106384, 0.8668478260869565, 0.9159335288367546, 0.9012681159420289, 0.8604651162790697, 0.945054945054945, 0.8958801498127341, 0.906158357771261, 0.8462532299741601]"
