Accuracy,Precision,Recall,F1,AUC
0.9310344827586207,0.9642857142857143,0.6666666666666666,0.7314814814814815,0.7532051282051282
0.9310344827586207,0.806060606060606,0.6905660377358491,0.7314814814814814,0.7886792452830189
0.896551724137931,0.6716981132075472,0.6716981132075472,0.6716981132075472,0.7207547169811321
0.896551724137931,0.4642857142857143,0.48148148148148145,0.4727272727272727,0.46759259259259256
0.8448275862068966,0.5694444444444444,0.542016806722689,0.548051948051948,0.7955182072829132
0.8275862068965517,0.585,0.6089743589743589,0.5938375350140057,0.7948717948717948
0.8620689655172413,0.9285714285714286,0.6,0.6282051282051282,0.7625
0.9137931034482759,0.7222222222222222,0.6811320754716981,0.6988577362409139,0.8943396226415095
0.8620689655172413,0.43859649122807015,0.49019607843137253,0.46296296296296297,0.7338935574229691
0.8793103448275862,0.6212121212121212,0.5641025641025641,0.5784008307372794,0.8108974358974359
0.8448275862068966,0.5528301886792453,0.5448717948717949,0.548051948051948,0.7339743589743589
0.8620689655172413,0.6121212121212121,0.5518207282913166,0.5622641509433962,0.7815126050420168
0.8793103448275862,0.7115384615384616,0.6848739495798319,0.6967886482449589,0.6582633053221288
0.8793103448275862,0.7787878787878788,0.615,0.6484848484848484,0.69
0.896551724137931,0.6716981132075472,0.6716981132075472,0.6716981132075472,0.909433962264151
0.8448275862068966,0.44545454545454544,0.47115384615384615,0.45794392523364486,0.6185897435897436
0.8103448275862069,0.44339622641509435,0.4519230769230769,0.44761904761904764,0.6282051282051282
0.8620689655172413,0.7019230769230769,0.6575,0.6750700280112045,0.7875000000000001
0.896551724137931,0.7211538461538461,0.7211538461538461,0.7211538461538461,0.766025641025641
0.6551724137931034,0.5444015444015444,0.630188679245283,0.5042735042735043,0.6792452830188679
0.8448275862068966,0.6785714285714286,0.5453514739229025,0.548051948051948,0.7891156462585034
0.7586206896551724,0.5984496124031008,0.6778711484593838,0.6073500967117988,0.8067226890756303
0.8620689655172413,0.7625,0.71875,0.7369614512471656,0.8416666666666668
0.9137931034482759,0.4649122807017544,0.49074074074074076,0.4774774774774775,0.46759259259259256
0.8793103448275862,0.4473684210526316,0.49038461538461536,0.4678899082568807,0.8237179487179487
0.8793103448275862,0.6622641509433962,0.6378205128205128,0.6484848484848484,0.7596153846153846
0.9137931034482759,0.7142857142857143,0.590566037735849,0.6199213630406291,0.739622641509434
0.9310344827586207,0.47368421052631576,0.4909090909090909,0.4821428571428571,0.7757575757575756
0.9137931034482759,0.9553571428571428,0.6428571428571428,0.6988577362409139,0.8235294117647058
0.7413793103448276,0.49818840579710144,0.4962264150943396,0.483065953654189,0.6377358490566037
