repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5644278606965173,0.6315495242888083,0.694865604815428,0.5457519694449628,0.694865604815428,"[0.6779162339910004, 0.7585227272727273, 0.6517543859649123, 0.7260550458715596, 0.6893577981651376, 0.7012807199723088, 0.6844362745098039, 0.6441707717569787, 0.7291666666666667, 0.6981132075471699, 0.7339910003461407, 0.6603455541508638, 0.7184466019417476, 0.6382687034860948, 0.7177830003916961, 0.7132749326145553, 0.6467146714671468, 0.709557383470427, 0.7059536171685705, 0.6877064220183486, 0.7069088319088319, 0.7118589743589744, 0.6756410256410257, 0.7059536171685705, 0.7006568144499179, 0.7217350454118384, 0.7301587301587301, 0.6780893042575286, 0.6282051282051282, 0.6939449541284404]"
