Accuracy,Precision,Recall,F1,AUC
0.8846153846153846,0.7362637362637363,0.7362637362637363,0.7362637362637363,0.9129332206255283
0.8269230769230769,0.6361702127659574,0.5909090909090908,0.6043956043956045,0.7919034090909091
0.875,0.7267441860465116,0.7967032967032968,0.7535994168033534,0.8977176669484362
0.8846153846153846,0.765625,0.6619047619047619,0.6950146627565982,0.8452380952380951
0.8846153846153846,0.7272727272727273,0.7898550724637681,0.7523809523809524,0.9375
0.8461538461538461,0.701547987616099,0.743820224719101,0.7187288708586883,0.8779026217228465
0.9038461538461539,0.7282608695652174,0.7680851063829788,0.7458455522971652,0.922340425531915
0.8653846153846154,0.7111111111111111,0.7111111111111111,0.7111111111111111,0.8904761904761904
0.8365384615384616,0.6590643274853801,0.5965909090909092,0.613551912568306,0.8700284090909091
0.8942307692307693,0.7585227272727273,0.8076923076923077,0.7796185706029668,0.8960270498732037
0.8846153846153846,0.7536231884057971,0.7222222222222222,0.7362637362637362,0.923015873015873
0.8365384615384616,0.7474160206718347,0.7197360872059667,0.7317554240631163,0.8795180722891566
0.9230769230769231,0.7340425531914894,0.7864583333333333,0.7567251461988305,0.9127604166666667
0.9230769230769231,0.8367546432062561,0.7912087912087913,0.8115942028985508,0.9754860524091293
0.9230769230769231,0.8164794007490637,0.8571428571428572,0.834920634920635,0.9687235841081995
0.8365384615384616,0.6642857142857143,0.655056179775281,0.6594105182045849,0.8307116104868912
0.9423076923076923,0.7672514619883042,0.8365243004418262,0.796875,0.9617083946980854
0.9134615384615384,0.8210227272727273,0.8385767790262172,0.82941498086386,0.9558052434456928
0.8557692307692307,0.6648550724637681,0.6538461538461539,0.659016393442623,0.8579881656804734
0.9230769230769231,0.7391304347826086,0.84375,0.7787234042553192,0.9309895833333333
0.8942307692307693,0.6906432748538012,0.6734042553191489,0.6814257866889446,0.8595744680851063
0.9038461538461539,0.7441860465116279,0.902127659574468,0.7936507936507937,0.9074468085106384
0.8557692307692307,0.6662921348314607,0.7010869565217391,0.6807857581338244,0.8668478260869565
0.8942307692307693,0.7329545454545454,0.8206256109481915,0.7659095559648046,0.9159335288367546
0.9134615384615384,0.7913000977517106,0.769927536231884,0.7800235017626322,0.9012681159420289
0.8557692307692307,0.7481406355645707,0.7370801033591732,0.7423616845582164,0.8604651162790697
0.9519230769230769,0.9287234042553192,0.8406593406593407,0.8777908343125734,0.945054945054945
0.875,0.7511904761904762,0.8161048689138577,0.7767134599504542,0.8958801498127341
0.9230769230769231,0.7912087912087913,0.8367546432062561,0.8115942028985508,0.906158357771261
0.7884615384615384,0.6583333333333333,0.6963824289405685,0.6718301778542742,0.8462532299741601
