repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.8604477611940297,0.7814345356742672,0.8097278712536401,0.7918141411071823,0.9075089010616834,"[0.9345794392523364, 0.8973214285714286, 0.9425438596491229, 0.9335779816513762, 0.9611009174311926, 0.9200415368639667, 0.9197303921568628, 0.8857142857142857, 0.9568181818181818, 0.8904986522911051, 0.9418483904465212, 0.809102402022756, 0.9129345443156905, 0.8856247551899726, 0.928123775949863, 0.9231805929919137, 0.9303930393039304, 0.9024676850763808, 0.9421945309795777, 0.8954128440366972, 0.9075854700854702, 0.8964743589743589, 0.8865384615384616, 0.9207338179300797, 0.883743842364532, 0.9289069840275603, 0.8934240362811792, 0.8736587054344063, 0.8842948717948718, 0.8366972477064221]"
