repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5558165548098434,0.6352309401324068,0.711229981270735,0.5367727651472373,0.711229981270735,"[0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775, 0.6884900048419451, 0.6945488721804511, 0.6971709206612714, 0.7159161651794979, 0.7058150377214547, 0.6997126436781609, 0.6914845173041895, 0.714048557792073, 0.7217610845956977, 0.724721554924656, 0.697467071935157, 0.6892953407778206, 0.7065972222222222, 0.67675, 0.7318919705903764, 0.711381074168798, 0.7515833333333333, 0.7280708509819023, 0.669311445508436, 0.6944512744856979]"
