repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.8344370860927153,0.6647641780463777,0.7144861323437799,0.6758267693212702,0.8483173538945971,"[0.8725981620718463, 0.8217189314750291, 0.7870229007633588, 0.8234432234432233, 0.8116797900262467, 0.8701226309921961, 0.8726953467954346, 0.8781897926634769, 0.8149540517961571, 0.9127450980392157, 0.8529411764705882, 0.8481481481481481, 0.799618320610687, 0.8980392156862745, 0.8544749823819591, 0.8172554347826086, 0.8897243107769424, 0.8226706036745407, 0.867570385818561, 0.8784461152882206, 0.8684981684981684, 0.8179487179487179, 0.841726618705036, 0.8722627737226278, 0.8765567765567766, 0.8117460317460318, 0.8392388451443569, 0.8065998329156224, 0.8523148148148149, 0.868569415081043]"
