repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.6399558498896246,0.6119815548479269,0.7540417461418617,0.5649819793027506,0.7540417461418616,"[0.7692147034252297, 0.7350464576074331, 0.7053435114503817, 0.7254578754578755, 0.7209645669291338, 0.7695094760312152, 0.7541703248463565, 0.6977671451355661, 0.7263993316624896, 0.7977941176470589, 0.7947761194029851, 0.7983796296296296, 0.7286259541984732, 0.7610294117647058, 0.6848132487667371, 0.7472826086956521, 0.7489557226399332, 0.764271653543307, 0.7789363920750783, 0.7729741019214703, 0.7961538461538462, 0.7646520146520145, 0.7640887290167865, 0.8175182481751825, 0.7793040293040293, 0.7655555555555555, 0.7091535433070865, 0.7692147034252297, 0.7358796296296296, 0.7380197322057788]"
