Accuracy,Precision,Recall,F1,AUC
0.8691275167785235,0.7817326254826256,0.8494201271979049,0.8070813206513621,0.9271230826786382
0.8489932885906041,0.7498576039491172,0.7996357012750455,0.7695044603722994,0.8983758348512446
0.8590604026845637,0.7456597222222222,0.8065833333333333,0.7691115702479339,0.9068333333333334
0.8456375838926175,0.7382284382284382,0.8406666666666667,0.7685241472475515,0.9396666666666667
0.8758389261744967,0.7900895140664961,0.839468761690984,0.8104814451950016,0.9123082678638235
0.8120805369127517,0.7089732338745064,0.8072580645161291,0.7332480818414323,0.9120967741935484
0.8187919463087249,0.7355974395448079,0.7654246794871795,0.7479323308270676,0.8956330128205129
0.8590604026845637,0.7524131274131274,0.8486666666666667,0.7835650549906621,0.9196666666666666
0.8791946308724832,0.7998860831592938,0.8449443109849313,0.8188449848024316,0.9453301303050157
0.8422818791946308,0.737901376146789,0.8400540939267274,0.7675082582208721,0.9250061470371281
0.8557046979865772,0.7810991663010092,0.8544995503908142,0.805857309516234,0.9272324825344124
0.7986577181208053,0.7249322493224932,0.7496240601503759,0.7350640113798009,0.8713972431077694
0.8456375838926175,0.7718851197112067,0.8542574531368887,0.796882408724514,0.9366742754375044
0.825503355704698,0.7384967973203267,0.7807290585875355,0.7548256439465857,0.8742477692467316
0.8523489932885906,0.7368520979684829,0.8172416716114266,0.7645114942528736,0.8963295753157582
0.8389261744966443,0.7540609701824655,0.82808908045977,0.7781224793696098,0.9160919540229885
0.8288590604026845,0.7334547492294761,0.8161809350333941,0.7583130575831306,0.9164389799635702
0.8657718120805369,0.7908520179372198,0.8364805976343639,0.809462915601023,0.9246731687072007
0.8523489932885906,0.7748193662172157,0.8341287957390884,0.7966122727554756,0.9315210624610915
0.8389261744966443,0.7545350547475078,0.840139768508408,0.78023598820059,0.9321540365436413
0.7986577181208053,0.7316405277570326,0.8142519419115164,0.7495096665732698,0.9025329280648429
0.825503355704698,0.7358390401868662,0.8421255294570659,0.7619223205506391,0.908355795148248
0.8489932885906041,0.7754892166656873,0.813034188034188,0.7909749824643442,0.9119257478632479
0.8322147651006712,0.7253839205058716,0.8326666666666667,0.7540442390227797,0.9113333333333333
0.8523489932885906,0.7650584709408239,0.8283468006114872,0.7882018479033404,0.9144281866491957
0.8557046979865772,0.7927430652843934,0.8340153452685422,0.809301287298162,0.915537084398977
0.8657718120805369,0.7547156916347731,0.8105833333333333,0.7770295548073325,0.9106666666666667
0.8489932885906041,0.7502413127413128,0.8194455140546786,0.774860232023236,0.9170581440123219
0.8456375838926175,0.7172963736472375,0.8131326949384405,0.7471221959858323,0.9045143638850889
0.8489932885906041,0.73796992481203,0.8112859601671993,0.7637545584271443,0.909843455454471
