repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8896551724137931,0.7123562086062086,0.6116413962779113,0.6271848141885827,0.7594663833925765,"[0.7948717948717949, 0.8150943396226416, 0.7320754716981133, 0.49074074074074076, 0.7955182072829132, 0.7788461538461539, 0.775, 0.8905660377358491, 0.7366946778711484, 0.7852564102564102]"
