repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8746268656716418,0.798880991242776,0.8373172677295694,0.8122505063881789,0.9215346490467027,"[0.9120803046036692, 0.8867694805194803, 0.9412280701754386, 0.9343119266055047, 0.9618348623853211, 0.9200415368639667, 0.9188112745098038, 0.8827586206896552, 0.9545454545454546, 0.9029649595687331]"
